region_name,region_code,country_name,country_code,reporting_year,reporting_level,survey_acronym,survey_coverage,survey_year,welfare_type,survey_comparability,comparable_spell,poverty_line,headcount,poverty_gap,poverty_severity,watts,mean,median,mld,gini,polarization,decile1,decile2,decile3,decile4,decile5,decile6,decile7,decile8,decile9,decile10,cpi,ppp,reporting_pop,reporting_gdp,reporting_pce,is_interpolated,distribution_type,estimation_type,spl,spr,pg,estimate_type
Other High Income Countries,OHI,Switzerland,CHE,2016,national,EU-SILC,national,2016,income,3,2006 - 2020,2.15,3.43E-04,2.88E-04,2.43E-04,6.32E-04,78.75465531,65.32368727,0.187901555,0.33042451,0.273553822,0.030223473,0.046278449,0.056958941,0.067089088,0.077553587,0.088866793,0.102950273,0.121789072,0.150026324,0.258264,0.994690464,1.358555913,8373338,84611.09985,44541.97706,FALSE,micro,survey,33.81184364,0.121595896,0.482570031,
Other High Income Countries,OHI,Switzerland,CHE,2017,national,EU-SILC,national,2017,income,3,2006 - 2020,2.15,0,0,0,0,78.50205102,65.41941152,0.181671956,0.32676334,0.27091515,0.030519891,0.04655788,0.057643458,0.067710133,0.077921274,0.088891566,0.103118709,0.121279786,0.150921111,0.255436192,1,1.358555913,8451840,84967.58855,44637.07758,FALSE,micro,survey,33.85970576,0.118945617,0.457901983,
Other High Income Countries,OHI,Switzerland,CHE,2018,national,EU-SILC,national,2018,income,3,2006 - 2020,2.15,3.05E-04,2.03E-04,1.43E-04,3.83E-04,77.10289037,64.34562469,0.190548955,0.33141042,0.273560844,0.029538216,0.045890578,0.056569413,0.067194304,0.078042873,0.08964374,0.102997267,0.122027192,0.15023254,0.257863878,1.00936333,1.358555913,8514329,86756.60213,44603.00295,FALSE,micro,survey,33.32281234,0.125034701,0.488319329,
Other High Income Countries,OHI,Switzerland,CHE,2019,national,EU-SILC,national,2019,income,3,2006 - 2020,2.15,1.74E-04,3.12E-05,1.10E-05,3.90E-05,79.27157118,64.75705044,0.199577443,0.339983416,0.280361827,0.02887006,0.045178467,0.05595784,0.066297617,0.076472839,0.087887807,0.101864624,0.121107266,0.150845888,0.265517591,1.013026209,1.358555913,8575280,87123.66044,44823.39006,FALSE,micro,survey,33.52852522,0.121146904,0.469590331,
Other High Income Countries,OHI,Switzerland,CHE,2020,national,EU-SILC,national,2020,income,3,2006 - 2020,2.15,3.72E-04,1.79E-04,1.04E-04,2.74E-04,80.13957187,65.79692115,0.196385878,0.337379268,0.2784227,0.029504299,0.045594556,0.056040821,0.066361295,0.07666931,0.088173178,0.102135158,0.120871244,0.151082327,0.263567813,1.005672889,1.358555913,8638167,84637.01323,42999.27729,FALSE,micro,survey,34.04846058,0.117273714,0.470251319,
Latin America & Caribbean,LAC,Chile,CHL,1987,national,CASEN,national,1987,income,0,1987 - 1998,2.15,0.153801294,0.051471224,0.026809605,0.080008208,9.772546426,5.118263988,0.571618981,0.561930338,0.5454066,0.011712068,0.021832253,0.029424414,0.037602535,0.047065017,0.059111143,0.076176364,0.103180587,0.160036086,0.453859535,0.141200986,478.995697,12712784,4631.297625,2264.078819,FALSE,micro,survey,3.709131994,0.35370648,7.536055615,
Latin America & Caribbean,LAC,Chile,CHL,1990,national,CASEN,national,1990,income,0,1987 - 1998,2.15,0.106680078,0.035273762,0.018526274,0.055698886,11.67123994,5.951518899,0.591604782,0.572353809,0.539572393,0.011942829,0.021697763,0.028935372,0.036744699,0.045719229,0.057448437,0.073788219,0.099182673,0.154077894,0.470462884,0.265681412,478.995697,13342868,5380.317901,2598.776257,FALSE,micro,survey,4.12575945,0.332860049,6.413003969,
Latin America & Caribbean,LAC,Chile,CHL,1992,national,CASEN,national,1992,income,0,1987 - 1998,2.15,0.066995982,0.01989485,0.010019425,0.030830125,12.43904097,6.730909676,0.530249506,0.548064548,0.494219643,0.014363261,0.024172821,0.03191174,0.039760189,0.048907102,0.060881254,0.077214541,0.101436669,0.149450922,0.451901501,0.356878208,478.995697,13782297,6242.329966,3116.807668,FALSE,micro,survey,4.515454838,0.309360141,5.257405402,
Latin America & Caribbean,LAC,Chile,CHL,1994,national,CASEN,national,1994,income,0,1987 - 1998,2.15,0.067974642,0.023056803,0.012845419,0.038110827,13.95581669,7.3085713,0.575443504,0.56420956,0.526687675,0.012371942,0.022303445,0.029730827,0.037556186,0.046982797,0.058880625,0.075284207,0.101975088,0.155903935,0.459010948,0.435449226,478.995697,14210674,6777.65316,3512.911607,FALSE,micro,survey,4.80428565,0.312380864,5.311997142,
Latin America & Caribbean,LAC,Chile,CHL,1996,national,CASEN,national,1996,income,0,1987 - 1998,2.15,0.046644677,0.015705594,0.008444701,0.025066143,15.10936957,8.186566788,0.536412268,0.548688361,0.515404818,0.013357945,0.023168175,0.031160515,0.03937402,0.048808031,0.060928245,0.077844509,0.104426791,0.156677695,0.444254074,0.501987882,478.995697,14615483,7666.984784,4104.684037,FALSE,micro,survey,5.243283394,0.295408643,4.513757099,
Latin America & Caribbean,LAC,Chile,CHL,1998,national,CASEN,national,1998,income,0,1987 - 1998,2.15,0.045866967,0.016418325,0.009148095,0.026811624,16.20328261,8.689635182,0.554093772,0.555166601,0.519540453,0.012574487,0.022567937,0.030456296,0.038906031,0.048297607,0.060240341,0.076804603,0.103383526,0.157069715,0.449699457,0.556357945,478.995697,14996742,8359.874902,4537.632402,FALSE,micro,survey,5.494817591,0.29305636,4.41957703,
Latin America & Caribbean,LAC,Chile,CHL,2000,national,CASEN,national,2000,income,1,2000 - 2003,2.15,0.058262918,0.021489167,0.012391409,0.036167947,13.9567451,8.158404524,0.502005168,0.527583773,0.467617253,0.013173068,0.025204822,0.033994617,0.042733978,0.052771061,0.06518704,0.080956879,0.105964364,0.154237083,0.425777088,0.597323887,478.995697,15351799,8549.079073,4566.144722,FALSE,micro,survey,5.229202262,0.291091881,4.930137561,
Latin America & Caribbean,LAC,Chile,CHL,2003,national,CASEN,national,2003,income,1,2000 - 2003,2.15,0.052878761,0.020472513,0.012336078,0.035674267,13.7431932,8.312335138,0.478395637,0.514752178,0.451841548,0.01390454,0.026286736,0.035102367,0.044383868,0.054862166,0.067297022,0.083301533,0.107289052,0.154070634,0.413502083,0.639934357,478.995697,15859112,9226.150453,4813.222332,FALSE,micro,survey,5.306167569,0.287227315,4.898494374,
Latin America & Caribbean,LAC,Chile,CHL,2006,national,CASEN,national,2006,income,2,2006 - 2022,2.15,0.020453675,0.006380609,0.003338097,0.010199063,15.89163414,10.16883426,0.393656129,0.477068155,0.411326174,0.018213725,0.030605992,0.039561947,0.048588103,0.058718034,0.070633354,0.086000892,0.109716458,0.155890676,0.38207082,0.694007507,478.995697,16334575,10725.05476,5869.159511,FALSE,micro,survey,6.234417131,0.245676961,3.345548599,
Latin America & Caribbean,LAC,Chile,CHL,2009,national,CASEN,national,2009,income,2,2006 - 2022,2.15,0.016663069,0.00606522,0.003434996,0.010088341,17.15848781,10.98394572,0.387892794,0.474045969,0.401077675,0.018954715,0.031799782,0.040320639,0.048971276,0.058757783,0.070288387,0.085341976,0.10799775,0.153630195,0.383937498,0.784435103,478.995697,16833447,11232.82312,6227.187869,FALSE,micro,survey,6.641972862,0.230348829,3.092120456,
Latin America & Caribbean,LAC,Chile,CHL,2011,national,CASEN,national,2011,income,2,2006 - 2022,2.15,0.009038751,0.003007698,0.001685726,0.004982729,18.38928228,11.7654349,0.373752877,0.468681335,0.397944944,0.020134674,0.032246176,0.040878067,0.049758779,0.059024494,0.070111443,0.085344536,0.108156605,0.153952532,0.380392694,0.835362416,478.995697,17173573,12380.0153,7425.375463,FALSE,micro,survey,7.03271745,0.220085679,2.720782715,
Latin America & Caribbean,LAC,Chile,CHL,2013,national,CASEN,national,2013,income,2,2006 - 2022,2.15,0.005171192,0.00192644,0.001179169,0.003416126,22.47973129,14.37394301,0.371789141,0.468239161,0.394572159,0.020811027,0.03272804,0.040930468,0.049474702,0.058930619,0.070034145,0.084411758,0.107156911,0.153550454,0.381971878,0.873375465,478.995697,17509925,13316.0523,8160.586762,FALSE,micro,survey,8.336971505,0.20305291,2.212189134,
Latin America & Caribbean,LAC,Chile,CHL,2015,national,CASEN,national,2015,income,2,2006 - 2022,2.15,0.004292806,0.001727226,0.001129005,0.003238383,23.58417695,15.57465776,0.348552839,0.453433245,0.379672301,0.021753021,0.033984871,0.042791275,0.051365508,0.060706756,0.072071178,0.086997719,0.109320417,0.152747112,0.368262144,0.95957262,478.995697,17870124,13567.35722,8381.288625,FALSE,micro,survey,8.937328878,0.192571887,2.051188062,
Latin America & Caribbean,LAC,Chile,CHL,2017,national,CASEN,national,2017,income,2,2006 - 2022,2.15,0.003597079,0.001924539,0.001395594,0.003906765,25.76107994,17.0746358,0.348202443,0.4526995,0.374459184,0.021980116,0.034089748,0.042907576,0.051526353,0.061106073,0.072362861,0.086933991,0.108650734,0.151006084,0.369436465,1.006626609,478.995697,18368577,13612.92425,8722.391535,FALSE,micro,survey,9.687317902,0.188789759,1.912056774,
Latin America & Caribbean,LAC,Chile,CHL,2020,national,CASEN,national,2020,income,2,2006 - 2022,2.15,0.013415734,0.00812611,0.006146145,0.016985836,25.85066343,16.72489283,0.396056505,0.470047582,0.408028382,0.017499034,0.031709209,0.040811921,0.049748877,0.059227176,0.071901578,0.085781907,0.110743454,0.160015094,0.372561751,1.092926502,478.995697,19300315,12738.72484,8035.20816,FALSE,micro,survey,9.512446413,0.205655929,2.54934617,
Latin America & Caribbean,LAC,Chile,CHL,2022,national,CASEN,national,2022,income,2,2006 - 2022,2.15,0.003950508,0.002374695,0.001775675,0.004912834,28.67765757,19.9845741,0.3165953,0.430427412,0.360390568,0.02267531,0.03588537,0.045118703,0.054154802,0.064168035,0.075764233,0.090463543,0.112445898,0.154115349,0.345208759,1.321723956,478.995697,19603733,14355.60624,9832.886034,FALSE,micro,survey,11.14228705,0.181285024,1.71702257,
East Asia & Pacific,EAP,China,CHN,1981,national,CRHS-CUHS,national,1981,income,0,1981 - 1987,2.15,0.917785307,0.471439577,0.280350894,0.745983174,1.178537468,1.019708155,0.128362887,0.281640967,0.252108666,0.036734926,0.05168062,0.062645903,0.072084752,0.081504126,0.092191751,0.105931815,0.125580522,0.154297481,0.217348103,0.15053687,,993885000,447.1197864,,FALSE,synthetic,survey,2.15,0.917785307,27.36893363,
East Asia & Pacific,EAP,China,CHN,1981,rural,CRHS-CUHS,national,1981,income,0,1981 - 1987,2.15,0.96871,0.542539163,0.3335938,0.873549226,0.99697419,0.909879656,0.099597558,0.247292331,0.202863302,0.041329909,0.056584099,0.067905056,0.077568256,0.086683691,0.096074554,0.106702734,0.120297901,0.14166271,0.205191089,0.150021359,3.495010576,793935216,447.1197864,,FALSE,group,survey,2.15,0.96871,,
East Asia & Pacific,EAP,China,CHN,1981,urban,CRHS-CUHS,national,1981,income,0,1981 - 1987,2.15,0.71558,0.189126367,0.068940723,0.239460094,1.899465882,1.815111177,0.055567101,0.185088296,0.148422008,0.051511428,0.066837154,0.076830848,0.084806175,0.092014705,0.099215291,0.107162361,0.117086903,0.132209485,0.17232565,0.152583792,4.318484413,199949784,447.1197864,,FALSE,group,survey,2.15,0.71558,,
East Asia & Pacific,EAP,China,CHN,1984,national,CRHS-CUHS,national,1984,income,0,1981 - 1987,2.15,0.811902499,0.335104574,0.171805562,0.48653631,1.565182733,1.391869748,0.119698428,0.271023016,0.237334224,0.037687542,0.052552514,0.063969545,0.073816636,0.083704479,0.094682372,0.107831901,0.124530649,0.148195576,0.213028786,0.160292095,,1036825000,596.2011091,,FALSE,synthetic,survey,2.15,0.811902499,20.27608962,
East Asia & Pacific,EAP,China,CHN,1984,rural,CRHS-CUHS,national,1984,income,0,1981 - 1987,2.15,0.88666,0.396627906,0.210266602,0.584117501,1.390584071,1.233800752,0.115486144,0.266861277,0.216238861,0.040277716,0.05428662,0.065206486,0.074801257,0.084035105,0.093698316,0.104790029,0.119198257,0.142382863,0.221323351,0.159509457,3.495010576,806618745,596.2011091,,FALSE,group,survey,2.15,0.88666,,
East Asia & Pacific,EAP,China,CHN,1984,urban,CRHS-CUHS,national,1984,income,0,1981 - 1987,2.15,0.54996,0.119533224,0.037042081,0.144621978,2.176958262,2.072028827,0.049947525,0.177440472,0.145517786,0.055116423,0.068011033,0.077129105,0.084698758,0.091700473,0.098796351,0.106696799,0.116599275,0.131624652,0.16962713,0.163034378,4.318484413,230206255,596.2011091,,FALSE,group,survey,2.15,0.54996,,
East Asia & Pacific,EAP,China,CHN,1987,national,CRHS-CUHS,national,1987,income,0,1981 - 1987,2.15,0.67385673,0.254980021,0.126000058,0.365264642,1.921105546,1.688604253,0.143624221,0.293859583,0.25870854,0.032983301,0.048883975,0.060758747,0.071396856,0.082201647,0.094138877,0.108251996,0.125906333,0.151136368,0.224341901,0.197999323,,1084035000,786.8648816,,FALSE,synthetic,survey,2.15,0.67385673,17.39986432,
East Asia & Pacific,EAP,China,CHN,1987,rural,CRHS-CUHS,national,1987,income,0,1981 - 1987,2.15,0.78375,0.314244261,0.159364046,0.455091588,1.690270012,1.472472495,0.142630097,0.294510639,0.241637639,0.034966056,0.049773206,0.061500308,0.071903053,0.081979331,0.092574537,0.1047825,0.12069481,0.146398104,0.235428095,0.193392047,3.495010576,821058949,786.8648816,,FALSE,group,survey,2.15,0.78375,,
East Asia & Pacific,EAP,China,CHN,1987,urban,CRHS-CUHS,national,1987,income,0,1981 - 1987,2.15,0.33075,0.069946309,0.021831634,0.084808618,2.641815972,2.493926146,0.065615405,0.201297865,0.16215699,0.048982971,0.064152454,0.074473742,0.082885418,0.090588855,0.09835748,0.106999995,0.117879773,0.134643045,0.181036267,0.212384076,4.318484413,262976051,786.8648816,,FALSE,group,survey,2.15,0.33075,,
East Asia & Pacific,EAP,China,CHN,1990,national,CRHS-CUHS,national,1990,consumption,1,1990 - 2012,2.15,0.719620741,0.283498003,0.139730602,0.402580238,1.8986627,1.547463521,0.169444434,0.322266182,0.271186433,0.034938054,0.0478549,0.057647066,0.0668103,0.076363218,0.087309881,0.101095194,0.120083963,0.149951551,0.257945873,0.288240345,,1135185000,905.0324572,,FALSE,synthetic,survey,2.15,0.719620741,17.95843521,
East Asia & Pacific,EAP,China,CHN,1990,rural,CRHS-CUHS,national,1990,consumption,1,1990 - 2012,2.15,0.83701,0.348835537,0.176594914,0.50106151,1.615487124,1.3508725,0.155583465,0.304758139,0.227729663,0.038735589,0.051034141,0.061066469,0.070135932,0.079044199,0.088521223,0.099565268,0.114157281,0.138283631,0.259456267,0.283291282,3.495010576,835019382,905.0324572,,FALSE,group,survey,2.15,0.83701,,
East Asia & Pacific,EAP,China,CHN,1990,urban,CRHS-CUHS,national,1990,consumption,1,1990 - 2012,2.15,0.39306,0.101737988,0.037179168,0.12861891,2.686418126,2.42002712,0.105755065,0.255946398,0.212931477,0.041146403,0.055265744,0.066304473,0.076011429,0.085347094,0.095096312,0.1062407,0.120603208,0.143294931,0.210689705,0.302007954,4.318484413,300165618,905.0324572,,FALSE,group,survey,2.15,0.39306,,
East Asia & Pacific,EAP,China,CHN,1993,national,CRHS-CUHS,national,1993,consumption,1,1990 - 2012,2.15,0.655673633,0.246557695,0.117728851,0.345341616,2.143353684,1.690162521,0.185207068,0.338777995,0.295867271,0.03279711,0.045904677,0.055502801,0.064360827,0.073723085,0.084819859,0.099595139,0.121193582,0.155877479,0.26622544,0.361064732,,1178440000,1239.129373,,FALSE,synthetic,survey,2.15,0.655673633,16.43863927,
East Asia & Pacific,EAP,China,CHN,1993,rural,CRHS-CUHS,national,1993,consumption,1,1990 - 2012,2.15,0.81542,0.321511084,0.157241025,0.454745958,1.649627481,1.432816208,0.128362721,0.280439283,0.220674685,0.039712498,0.053116112,0.063713292,0.073109251,0.082213825,0.091799237,0.102870983,0.117371615,0.141061893,0.235031294,0.344997533,3.495010576,835478607,1239.129373,,FALSE,group,survey,2.15,0.81542,,
East Asia & Pacific,EAP,China,CHN,1993,urban,CRHS-CUHS,national,1993,consumption,1,1990 - 2012,2.15,0.26652,0.063965851,0.021474355,0.078824775,3.346106206,2.913277598,0.131291758,0.2846636,0.233967773,0.038105622,0.051576414,0.062537598,0.072422179,0.082103119,0.092363531,0.104255205,0.11982256,0.145039304,0.231774468,0.400205583,4.318484413,342961393,1239.129373,,FALSE,group,survey,2.15,0.26652,,
East Asia & Pacific,EAP,China,CHN,1996,national,CRHS-CUHS,national,1996,consumption,1,1990 - 2012,2.15,0.48185056,0.158832701,0.069318592,0.213502494,2.802899469,2.212235187,0.201414355,0.352276601,0.31403824,0.031123646,0.042807392,0.052569037,0.062349324,0.073051955,0.085593791,0.101292388,0.122445283,0.155788334,0.272978849,0.570377474,,1217550000,1653.433789,615.0122864,FALSE,synthetic,survey,2.256117593,0.512436009,12.95543622,
East Asia & Pacific,EAP,China,CHN,1996,rural,CRHS-CUHS,national,1996,consumption,1,1990 - 2012,2.15,0.61915,0.214897702,0.096544333,0.291768525,2.283252098,1.825105278,0.183093488,0.336204393,0.273417855,0.035731168,0.046097923,0.055648753,0.065015195,0.07476844,0.085609687,0.098679618,0.116412292,0.146312291,0.275724632,0.539747278,3.495010576,828956742,1653.433789,615.0122864,FALSE,group,survey,2.256117593,0.65211,,
East Asia & Pacific,EAP,China,CHN,1996,urban,CRHS-CUHS,national,1996,consumption,1,1990 - 2012,2.15,0.18896,0.039233456,0.011239968,0.046543464,3.911424083,3.372170648,0.136318549,0.29089228,0.24346632,0.0378654,0.050568892,0.061308772,0.071230022,0.081108221,0.091701535,0.104083294,0.120383757,0.146835654,0.234914452,0.635718564,4.318484413,388593258,1653.433789,615.0122864,FALSE,group,survey,2.256117593,0.21448,,
East Asia & Pacific,EAP,China,CHN,1999,national,CRHS-CUHS,national,1999,consumption,1,1990 - 2012,2.15,0.461345873,0.158819012,0.071813824,0.216652121,3.081265421,2.302781492,0.245354991,0.387032152,0.36114356,0.027224079,0.038184034,0.047675634,0.05742949,0.068500365,0.082018914,0.099592767,0.123777464,0.161729928,0.293867326,0.575588988,,1252735000,2038.206474,739.2448806,FALSE,synthetic,survey,2.301390746,0.499668151,12.75837355,
East Asia & Pacific,EAP,China,CHN,1999,rural,CRHS-CUHS,national,1999,consumption,1,1990 - 2012,2.15,0.62647,0.226685728,0.105329559,0.31227409,2.292872334,1.789031814,0.203550221,0.353894166,0.289098339,0.033861315,0.043909576,0.053369066,0.062794075,0.072728537,0.083879103,0.097430679,0.115946302,0.147381798,0.288699548,0.539492922,3.495010576,815968942,2038.206474,739.2448806,FALSE,group,survey,2.301390746,0.6699,,
East Asia & Pacific,EAP,China,CHN,1999,urban,CRHS-CUHS,national,1999,consumption,1,1990 - 2012,2.15,0.15286,0.032030011,0.009199528,0.038010591,4.554146066,3.844212442,0.162032276,0.315475644,0.266640254,0.033779174,0.046800755,0.057997713,0.068458651,0.078960002,0.090293967,0.1036133,0.121238598,0.150022724,0.248835117,0.643023872,4.318484413,436766058,2038.206474,739.2448806,FALSE,group,survey,2.301390746,0.18164,,
East Asia & Pacific,EAP,China,CHN,2002,national,CRHS-CUHS,national,2002,consumption,1,1990 - 2012,2.15,0.368892338,0.122731592,0.054345626,0.16588879,3.911130071,2.793211761,0.294434078,0.419857242,0.405655993,0.023238412,0.03358223,0.043120352,0.053018273,0.064687542,0.079402966,0.09871303,0.12484427,0.165090014,0.31430291,0.581471365,,1280400000,2557.891612,942.2885503,FALSE,synthetic,survey,2.546605881,0.454222125,11.00424332,
East Asia & Pacific,EAP,China,CHN,2002,rural,CRHS-CUHS,national,2002,consumption,1,1990 - 2012,2.15,0.54851,0.191368607,0.086563739,0.260439195,2.657434598,1.995859545,0.236246816,0.38019347,0.313056729,0.031199598,0.040759478,0.050035497,0.059491562,0.069639502,0.081196827,0.09541476,0.115047392,0.148716303,0.308499081,0.541091997,3.495010576,788406300,2557.891612,942.2885503,FALSE,group,survey,2.546605881,0.65384,,
East Asia & Pacific,EAP,China,CHN,2002,urban,CRHS-CUHS,national,2002,consumption,1,1990 - 2012,2.15,0.08106,0.012742672,0.002716993,0.014374379,5.9201424,4.878544008,0.182912018,0.33395748,0.27679742,0.031922977,0.04480656,0.055946125,0.0663971,0.076926899,0.088333572,0.101797094,0.119726568,0.149381072,0.264762033,0.646178187,4.318484413,491993700,2557.891612,942.2885503,FALSE,group,survey,2.546605881,0.13434,,
East Asia & Pacific,EAP,China,CHN,2005,national,CRHS-CUHS,national,2005,consumption,1,1990 - 2012,2.15,0.222544058,0.060510545,0.022908013,0.077252765,5.086783494,3.711955049,0.279012955,0.409007668,0.383916222,0.023851763,0.035346538,0.044900766,0.054922492,0.066438557,0.080618922,0.098929076,0.123738379,0.162645642,0.308607864,0.629409612,,1303720000,3390.716159,1178.942617,FALSE,synthetic,survey,3.005977524,0.388948097,8.247411575,
East Asia & Pacific,EAP,China,CHN,2005,rural,CRHS-CUHS,national,2005,consumption,1,1990 - 2012,2.15,0.35628,0.101993542,0.039386007,0.130857882,3.402048719,2.671039828,0.209624062,0.358492009,0.297855927,0.031594348,0.042505966,0.052620043,0.062582353,0.072990219,0.084588457,0.098598528,0.117634791,0.149759815,0.287125481,0.588812467,3.495010576,749352182,3390.716159,1178.942617,FALSE,group,survey,3.005977524,0.58011,,
East Asia & Pacific,EAP,China,CHN,2005,urban,CRHS-CUHS,national,2005,consumption,1,1990 - 2012,2.15,0.04177,0.004436989,6.34E-04,0.004793451,7.364079612,5.975794049,0.199020858,0.34735891,0.287471368,0.030228974,0.043074248,0.05428003,0.064857486,0.075563337,0.087203303,0.100986678,0.119402768,0.150001944,0.274401233,0.684285739,4.318484413,554367818,3390.716159,1178.942617,FALSE,group,survey,3.005977524,0.13055,,
East Asia & Pacific,EAP,China,CHN,2008,national,CRHS-CUHS,national,2008,consumption,1,1990 - 2012,2.15,0.172677053,0.048332834,0.0183522,0.061632769,6.264326731,4.504825494,0.314920718,0.429650385,0.411356967,0.020548747,0.031856298,0.0417494,0.052295333,0.064772759,0.08019469,0.099578228,0.124991624,0.164355605,0.319657316,0.76158235,,1324655000,4711.643449,1582.83524,FALSE,synthetic,survey,3.402412747,0.368291505,7.220900914,
East Asia & Pacific,EAP,China,CHN,2008,rural,CRHS-CUHS,national,2008,consumption,1,1990 - 2012,2.15,0.31766,0.090302877,0.034325456,0.115179304,3.92761149,2.919748027,0.255154832,0.393990461,0.330525842,0.02840909,0.038414691,0.048120228,0.058011626,0.068624316,0.080708199,0.095570136,0.116084987,0.15124397,0.314812757,0.730676389,3.495010576,708173810,4711.643449,1582.83524,FALSE,group,survey,3.402412747,0.59388,,
East Asia & Pacific,EAP,China,CHN,2008,urban,CRHS-CUHS,national,2008,consumption,1,1990 - 2012,2.15,0.00613,1.20E-04,3.15E-06,1.22E-04,8.948594414,7.201313627,0.203926012,0.351543047,0.288694147,0.030242868,0.042818134,0.053852351,0.064309964,0.074926778,0.086498645,0.10023201,0.118624321,0.14928766,0.27920727,0.797085124,4.318484413,616481190,4711.643449,1582.83524,FALSE,group,survey,3.402412747,0.10915,,
East Asia & Pacific,EAP,China,CHN,2010,national,CRHS-CUHS,national,2010,consumption,1,1990 - 2012,2.15,0.133794567,0.034116338,0.011625009,,7.361186414,5.2375927,0.327780872,0.437449533,0.418266011,0.019879821,0.030936025,0.040796586,0.051330308,0.063933423,0.079490479,0.098908791,0.124347052,0.164054369,0.326323146,0.797101928,,1337705000,5647.068727,1923.960615,FALSE,synthetic,survey,3.76879635,0.349600712,6.279265082,
East Asia & Pacific,EAP,China,CHN,2010,rural,CRHS-CUHS,national,2010,consumption,1,1990 - 2012,2.15,0.26351,0.067192536,0.022895594,0.08296912,4.465897398,3.237190755,0.272091185,0.406078308,0.336199503,0.028205269,0.037611674,0.046890354,0.056471247,0.066859677,0.07879203,0.093577826,0.114125375,0.149582871,0.327883677,0.769134049,3.495010576,679206337,5647.068727,1923.960615,FALSE,group,survey,3.76879635,0.59196,,
East Asia & Pacific,EAP,China,CHN,2010,urban,CRHS-CUHS,national,2010,consumption,1,1990 - 2012,2.15,0,0,0,0,10.347523,8.230118437,0.210281367,0.357445219,0.295185855,0.030156337,0.042187128,0.052964073,0.063324341,0.073952656,0.085630072,0.099576999,0.118352982,0.149797126,0.284058285,0.825949307,4.318484413,658498663,5647.068727,1923.960615,FALSE,group,survey,3.76879635,0.09962,,
East Asia & Pacific,EAP,China,CHN,2011,national,CRHS-CUHS,national,2011,consumption,1,1990 - 2012,2.15,0.099522379,0.023344622,0.007394049,,7.897013859,5.731476833,0.306356381,0.424092243,0.396768811,0.020870598,0.033057736,0.042969261,0.053420792,0.065645711,0.080552253,0.099166068,0.12371987,0.1624188,0.318178912,0.8651749,,1345035000,6152.696873,2201.394947,FALSE,synthetic,survey,4.015738417,0.327231181,5.640453122,
East Asia & Pacific,EAP,China,CHN,2011,rural,CRHS-CUHS,national,2011,consumption,1,1990 - 2012,2.15,0.2011,0.047171335,0.014940793,0.057194179,4.826090977,3.655944457,0.244206347,0.384974422,0.319206419,0.028720881,0.039364148,0.049421377,0.059470268,0.070086048,0.082023547,0.096555508,0.116443164,0.150279068,0.307635991,0.84805389,3.495010576,665644371,6152.696873,2201.394947,FALSE,group,survey,4.015738417,0.5599,,
East Asia & Pacific,EAP,China,CHN,2011,urban,CRHS-CUHS,national,2011,consumption,1,1990 - 2012,2.15,0,0,0,0,10.90580209,8.672887871,0.207575103,0.35559225,0.29363662,0.030719161,0.042535248,0.053170008,0.06342738,0.073975794,0.085587097,0.099475497,0.11819468,0.149572349,0.283342785,0.881949496,4.318484413,679390629,6152.696873,2201.394947,FALSE,group,survey,4.015738417,0.09927,,
East Asia & Pacific,EAP,China,CHN,2012,national,CNIHS,national,2012,consumption,1,1990 - 2012,2.15,0.083161963,0.018288192,0.005414911,,8.626949047,6.31850428,0.304943831,0.422371658,0.395393645,0.020545055,0.032920627,0.043002222,0.053733606,0.066217829,0.081251708,0.099819991,0.124250962,0.162834556,0.315423445,0.892282332,,1354190000,6591.662494,2387.787059,FALSE,synthetic,survey,4.30925214,0.316777734,5.17881026,
East Asia & Pacific,EAP,China,CHN,2012,rural,CNIHS,national,2012,consumption,1,1990 - 2012,2.15,0.17241,0.037914777,0.011226104,0.045264973,5.327396864,3.975309731,0.257445136,0.394973418,0.330558576,0.027699012,0.038093539,0.048061642,0.058132404,0.068863542,0.081014664,0.095891168,0.116348054,0.151297004,0.314598971,0.877816034,3.495010576,653193546,6591.662494,2387.787059,FALSE,group,survey,4.30925214,0.54986,,
East Asia & Pacific,EAP,China,CHN,2012,urban,CNIHS,national,2012,consumption,1,1990 - 2012,2.15,0,0,0,0,11.70149554,9.346594422,0.204871862,0.353533515,0.294890316,0.030649083,0.042544924,0.053267165,0.06361865,0.074270053,0.085998063,0.100025494,0.118921754,0.150538095,0.280166718,0.905762132,4.318484413,700996454,6591.662494,2387.787059,FALSE,group,survey,4.30925214,0.09959,,
East Asia & Pacific,EAP,China,CHN,2013,national,CNIHS,national,2013,consumption,2,2013 - 2021,2.15,0.02682018,0.002961378,4.40E-04,,9.704089113,7.222071257,0.26161261,0.397363984,0.363729515,0.025414796,0.036774116,0.04660704,0.056750218,0.06809948,0.081685894,0.09888793,0.122387455,0.160577495,0.302815577,0.922556704,,1363240000,7056.423092,2582.160213,FALSE,synthetic,survey,4.761035628,0.275069968,4.18626291,
East Asia & Pacific,EAP,China,CHN,2013,rural,CNIHS,national,2013,consumption,2,2013 - 2021,2.15,0.05708,0.006302547,9.37E-04,0.006831774,6.413086711,5.200583357,0.187787247,0.339710109,0.284727667,0.032536204,0.044309452,0.054896584,0.065099481,0.075582124,0.087107623,0.100870769,0.119370785,0.150196565,0.270030413,0.914935112,3.495010576,640545579,7056.423092,2582.160213,FALSE,group,survey,4.761035628,0.43791,,
